hub_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
IND110043AAC,-0.23132837,0.28788197,-0.30237,-0.10424709,-0.19510679,-0.073863715,-0.29245013,-0.18571188,-0.09974003,-0.9752377,-0.2606805,-0.2206811,-0.024362478,-1.0427504,0.8425814,-0.46885177,-0.6681965,-0.8677279,-0.32489428,0.36107194,-0.21769312,-0.40936816,0.24726023,0.014754534,0.33114636,-0.61148125,0.3887093,-0.37323114,-0.42501894,0.73302877,0.08717036,0.3748759
IND110052AAA,-0.22870106,0.28354257,-0.34427243,-0.13938087,-0.19785026,-0.09693843,-0.3114434,-0.16245364,-0.12645751,-1.0097864,-0.29268664,-0.2118443,-0.020836674,-1.034368,0.8338637,-0.47827268,-0.69213957,-0.8874545,-0.33851194,0.36010176,-0.22456709,-0.40567663,0.30963346,0.029743671,0.34366563,-0.593006,0.40913814,-0.37582132,-0.39000824,0.73112875,0.06258869,0.37108243
IND110064AAA,-0.21909967,-0.069226556,0.26473573,0.046061367,0.15387541,0.23088416,-0.19446689,-0.17103805,-0.09711048,-0.30053788,-0.085562035,-0.26816475,-0.15129296,-0.4737624,0.2746211,-0.31345385,-0.13099027,-0.65016377,-0.30502796,0.19688205,-0.030975193,-0.4733655,-0.12726972,-0.010695279,0.0265082,-0.35975784,0.31075466,0.04315038,-0.5191156,0.2866168,-0.05708185,0.09341879
IND110085AAB,-0.09415639,0.08194123,0.2944034,-0.08755957,0.4864437,0.39741328,-0.028120354,-0.118141875,0.17269018,-0.008245308,0.20904739,-0.50605786,-0.02442011,-0.2323849,-0.29696852,-0.15359183,0.08921902,-0.19020963,-0.32584983,0.08907716,0.21325217,-0.4058573,-0.31814253,-0.017326057,-0.07349259,-0.26196337,0.11606941,0.29393068,-0.60409606,0.19221213,0.027374133,-0.049059115
IND110092AAC,-0.08526428,0.15524735,0.19692951,-0.06900799,0.28114784,0.30590552,-0.07776427,-0.11884572,0.1542671,-0.22926818,0.101895295,-0.37422866,0.0015219292,-0.42376953,0.11821239,-0.26683772,-0.074494995,-0.31519946,-0.24555333,0.14631513,0.099915035,-0.32946992,-0.3077766,0.04439351,-0.014384052,-0.24283782,0.15139386,0.09156631,-0.40205276,0.2773776,-0.0055280477,0.10668213
IND110095AAB,-0.2526443,0.26726022,-0.291865,-0.08154106,-0.21883044,-0.05366966,-0.3083558,-0.18754183,-0.12808853,-0.9391173,-0.22751701,-0.18968713,-0.019982744,-1.0196832,0.8388617,-0.447086,-0.6397821,-0.8700298,-0.31446794,0.38421613,-0.23494092,-0.39973837,0.23384628,0.019598305,0.31891555,-0.6179858,0.4218466,-0.3682391,-0.39144346,0.7222708,0.09593511,0.39515722
IND121002AAB,-0.2953186,0.21445453,-0.27762705,-0.04716313,-0.24850994,-0.030987948,-0.3588147,-0.21170579,-0.19944668,-1.0074865,-0.21395022,-0.24345222,-0.008647915,-1.0100352,0.77212954,-0.49037382,-0.69175833,-0.9101577,-0.34052077,0.44344324,-0.17594299,-0.41857302,0.3470104,0.122932136,0.35020256,-0.5666818,0.52811897,-0.3659807,-0.31011346,0.68304044,-0.02957359,0.33897465
IND121004AAB,-0.07452187,-0.72421193,0.31701043,-0.09386754,0.27902234,0.5379622,-0.40896255,0.19553228,0.35301173,-0.1080198,0.27296457,-0.7790431,0.17226183,-0.03143249,-0.38426864,-0.22124745,-0.1665379,-0.24581933,-0.17611223,-0.099834405,0.51548076,-0.08990124,0.6929713,0.27481982,0.095379025,-0.21987626,0.1302411,0.34403917,-0.62396425,0.3012011,-0.71175396,-0.2569026
IND122001AAA,-0.05756229,0.17414394,0.0565304,0.024992317,0.1774872,0.3273728,-0.0034759343,-0.5570731,0.25871307,-0.3686063,0.33772224,-0.58924294,-0.02441261,-0.65013254,0.3306343,-0.37121367,-0.2816883,-0.23890415,-0.2499572,0.26987365,0.15216133,-0.20559606,0.04679176,-0.037635565,0.36836165,-0.24668196,0.12726045,-0.06597745,-0.7200831,0.32696062,0.318753,0.04846248
IND122015AAC,-0.2532432,0.291494,-0.35506374,-0.14149511,-0.26396593,-0.13453814,-0.31292808,-0.13700333,-0.14815515,-0.99398243,-0.31426793,-0.13039389,-0.019566193,-1.0269064,0.9044312,-0.44072154,-0.68791175,-0.8861025,-0.29753458,0.35056973,-0.25370017,-0.37314713,0.29978245,0.02418989,0.3538505,-0.6001051,0.4300284,-0.40589383,-0.30806747,0.7251876,0.09785545,0.41426188
IND124103AAA,-0.25484842,0.32778996,-0.18816829,-0.05834055,-0.24679646,-0.09718749,-0.36675197,-0.17967243,-0.14540678,-1.0172629,-0.3280806,-0.33820486,-0.0054852087,-1.0608289,0.7801302,-0.44434342,-0.8320198,-0.83691275,-0.29243797,0.25404158,-0.048594505,-0.32596907,0.17659807,0.19163865,0.3991378,-0.5273805,0.30872,-0.34128985,-0.29147592,0.6438511,-0.063257694,0.28934574
IND124112AAA,-0.23259485,0.36868876,-0.14214048,-0.051255167,-0.19180483,-0.08682427,-0.33870003,-0.19771922,-0.098315,-0.97939825,-0.32509977,-0.39063066,-0.02063642,-1.0515754,0.7391902,-0.43635848,-0.8260845,-0.8070658,-0.29827374,0.20742849,-0.01540935,-0.32002968,0.08433971,0.17194146,0.37417233,-0.53043056,0.22126645,-0.30110332,-0.37195238,0.6342808,-0.030900866,0.26467308
IND125001AAA,-0.08728059,0.3965357,0.31734735,0.07376523,0.41433072,0.43733782,0.054247547,-0.51008946,0.43358198,-0.2792682,0.21106265,-0.7748771,-0.076433994,-0.29460463,-0.251643,-0.22847411,-0.011832498,-0.0768718,-0.40167636,0.08874073,0.30917484,-0.26239744,-0.405931,-0.09531318,-0.04943669,-0.23973854,-0.020100757,0.28487226,-1.0227818,0.14529634,0.11112758,-0.19594997
IND125005AAA,-0.07234852,0.47322634,-0.03999445,0.05514751,0.16455048,0.10868779,0.008455902,-0.45800164,0.40890712,-0.5472602,0.0522028,-1.026139,-0.18731639,-0.7076559,0.101426266,-0.44049966,0.06509253,-0.052337702,-0.53241676,0.23269606,-0.03939482,-0.38413996,-0.2812474,-0.14718309,0.09167825,-0.31827056,0.055728823,0.20390652,-1.1058671,0.28736836,0.10721203,0.11542311
IND125033AAA,-0.16795358,0.3082008,-0.32005513,-0.019059435,-0.18626854,-0.1782907,-0.2757782,-0.28868985,0.04919976,-0.84979427,-0.3039171,-0.9400717,-0.29865423,-1.1476414,0.7488667,-0.60031664,-0.18389362,-0.4113347,-0.566398,0.27121836,-0.3301493,-0.4502126,-0.08964342,-0.00089865923,0.37721902,-0.41654795,0.28830802,-0.064892665,-0.7295433,0.41572514,0.03561064,0.4817206
